index,seed,prompt,language,pair_id,source_dataset,source_id,prompt_sha256
43,52021,"integrated_multimodal_description: 视觉风格：电影化的奇幻写实风格；这种变化被表现为一场身体上的解剖学层面的事件，带有深色皮革质翅膀、鳞片、尾巴和长角的头骨，并以温暖的黄昏光形成逆光。场景：一处开阔的绿色山谷上方长满青草的悬崖顶部，风吹过草丛，层叠的橙色、琥珀色和紫色云霞布满天空。时长：8 seconds。[Shot 1, 00:00.000–00:04.400] 中景、低角度镜头；当身体生长、正在成形的龙充满画面时，人物保持居中。缓慢的手持式推近镜头，带轻微上仰，跟随挺起的脊柱和展开的双翼。可见主体：一个孤身者，身穿灰色带兜帽外套，先站在悬崖边缘，随后在场景中变成同一只全身覆鳞、长着皮革翼的龙。从 00:00.000 到 00:01.000：兜帽人向后掀开兜帽，举起双臂并握紧双拳；随着脊柱挺直，外套的肩部明显起伏。从 00:01.000 到 00:02.200：躯干向上伸展，外套沿背部撕裂，两只深色皮革质翅膀展开，关节清晰可见，同时手臂屈曲成带爪的翼肢。从 00:02.200 到 00:03.400：双腿变粗成覆鳞的后腿；一条长尾在身后猛地甩出；人的面部重塑为带角的龙吻部，鳞片蔓延过颈部和肩部。从 00:03.400 到 00:04.400：完全成形的龙蹲伏在长满草的崖边，猛地展开双翼，向上跃起，并在离开悬崖时开始向下扇翅。[Shot 2, 00:04.400–00:08.000] 宽阔的空中跟拍镜头；龙在开阔的天空和山谷的映衬下变小。无人机式后退拉远并向上倾斜，追随龙的飞行轨迹直到它消失。从 00:04.400 到 00:06.000：龙在山谷上方爬升远去，以完整幅度扇动翅膀，其剪影在黄昏天空下缩小。从 00:06.000 到 00:08.000：龙飞入金色云层，变成一个细小的深色身影；它越过云层边缘，飞出画面，将天空和山谷留在身后。
overall_soundscape: [00:00.000–00:08.000] 稳定的阵风吹过草丛和悬崖边缘，空气越过落差时带有轻微的低沉嘶声。其声源是周围环境，位于画面外。[00:01.000–00:03.300] 骨骼和肌肉移动时发出深沉的爆裂声与碾磨声，混有布料撕裂声，以及鳞片和翅膀形成时低沉共鸣的隆隆声。其声源是先前引入的相应主体，位于画面内。它与相应的可见动作同步。[00:03.400–00:03.750] 龙的翅膀猛然张开时，发出清脆的皮革质爆响和一声呼啸。其声源是先前引入的相应主体，位于画面内。它与相应的可见动作同步。[00:03.750–00:04.150] 一声低沉、带喉音的共鸣龙吼，在开始爬升时戛然而止。其声源是先前引入的相应主体，位于画面内。它与相应的可见动作同步。[00:04.150–00:07.800] 反复的沉重振翅声和急速气流声，随着龙飞远而变得更轻、更远。其声源是先前引入的相应主体，位于画面内。它与相应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每一个主体、动作、属性、数量、关系、场景、镜头指令和风格约束。",zh,vp-022,vidprom_50k,vidprom_50k-ddfc4cbacc62c49b,c495e6414bd7c64cb7f27a0287d25afd99856761f084ccd0ec2ed6ebfe3c586c
44,52022,"integrated_multimodal_description: Visual style: Serene naturalistic ocean footage, clear turquoise water and warm sunlight, gentle continuous motion. Setting: Tropical ocean surface above a bright coral reef on a calm midday. Duration: 8 seconds. [Shot 1, 00:00.000–00:02.600] Wide shot of open turquoise ocean against a pale sky. Held near the surface with a small rising-and-falling motion; the horizon stays centered. Visible subjects: Tropical seawater: glassy bright turquoise surface and clear sunlit shallows over a reef. Throughout the shot: A broad, glassy swell crosses the frame without breaking, followed by a smaller ripple; sunlight glitters across the smooth crest. [Shot 2, 00:02.600–00:05.600] Medium-wide underwater view angled slightly downward toward the reef. Camera slowly descends through a warm sun shaft, then settles just above the coral heads. Visible subjects: Low reef encircled by orange branching coral, violet coral heads, and a green anemone. Compact school of tiny neon-blue fish with translucent fins. Orange-and-white clownfish pair moving around the green anemone. Throughout the shot: The coral reef fills the lower frame; the neon-blue school drifts in one fluid swirl above it while the clownfish hover and dart around the green anemone. [Shot 3, 00:05.600–00:08.000] Side-profile medium shot tracking beside the sea turtle. Camera drifts forward and slightly left with the turtle, keeping the reef in the soft background. Visible subjects: Adult green sea turtle with an olive-and-gold patterned shell. Throughout the shot: The green sea turtle glides from right to left with slow flipper strokes; the neon-blue school parts in a flowing vortex around its shell and trails compactly behind it.
overall_soundscape: [00:00.000–00:02.600] Soft rhythmic swash of the incoming swell and its trailing ripple, with no breaking foam. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:02.600–00:08.000] Muffled but calm underwater water-mass hum with faint distant current. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:05.800–00:07.700] Very soft, low-frequency displacement of water from the turtle's slow flipper strokes. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-023,vidprom_50k,vidprom_50k-b20d6c50e66b2f5f,f67140d4388bf24891f54c4ce0fbb700fd8faef833163eca54d665e46a6faf3d
45,52022,"integrated_multimodal_description: 视觉风格：宁静自然的海洋影像，清澈的绿松石色海水和温暖的阳光，轻柔连续的运动。场景：平静正午，明亮珊瑚礁上方的热带海面。时长：8 seconds。[Shot 1, 00:00.000–00:02.600] 以浅色天空为背景的开阔绿松石色海洋的广角镜头。镜头保持在海面附近，带有微小上下起伏；水平线保持居中。可见主体：热带海水：玻璃般明亮的绿松石色表面，以及珊瑚礁上方清澈、阳光照射的浅水区。整个镜头中：一道宽阔、玻璃般的涌浪未破碎地横穿画面，后随一道较小的涟漪；阳光在光滑的波峰上闪烁。[Shot 2, 00:02.600–00:05.600] 中远景水下视角，略微向下朝向珊瑚礁。镜头缓慢穿过一道温暖的太阳光束下降，然后在珊瑚头上方停稳。可见主体：低矮的珊瑚礁，被橙色分枝珊瑚、紫色珊瑚头和绿色海葵环绕。紧凑的微小霓虹蓝色鱼群，带有半透明鳍。一对橙白相间的小丑鱼在绿色海葵周围游动。整个镜头中：珊瑚礁填满画面下部；霓虹蓝色鱼群在其上方呈一股流畅的漩涡漂移，而小丑鱼在绿色海葵周围悬停并快速穿梭。[Shot 3, 00:05.600–00:08.000] 侧面中景镜头，在海龟旁侧跟拍。镜头随海龟向前并略微向左漂移，使珊瑚礁保持在柔和的背景中。可见主体：成年绿海龟，龟壳带有橄榄色与金色图案。整个镜头中：绿海龟以缓慢的鳍肢划水从右向左滑行；霓虹蓝色鱼群在其龟壳周围呈流动的涡流分开，并在其身后紧凑地尾随。
overall_soundscape: [00:00.000–00:02.600] 轻柔而有节奏的拍水声，来自涌来的涌浪及其尾随的涟漪，没有破碎的泡沫。其声源是对应先前引入并置于画面中的主体。它与对应的可见动作同步。[00:02.600–00:08.000] 低沉但平静的水下水体嗡鸣，伴有微弱的远处水流声。其声源是对应先前引入并置于画面中的主体。它与对应的可见动作同步。[00:05.800–00:07.700] 来自海龟缓慢鳍肢划水的非常轻柔、低频的水体位移声。其声源是对应先前引入并置于画面中的主体。它与对应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每一个主体、动作、属性、数量、关系、场景、镜头指令和风格约束。",zh,vp-023,vidprom_50k,vidprom_50k-b20d6c50e66b2f5f,32978958cddc8ed0f6c03d238280e233bf7b29b4f866fbd4a99b188cb8b3592e
46,52023,"integrated_multimodal_description: Visual style: Warm naturalistic 3D animation; cozy storybook lighting, soft depth of field, visible breeze in grass, and quietly inviting rural atmosphere. Setting: A sunlit meadow in front of a small rustic cottage. The little rabbit sits among grass tufts and wildflowers, while the cottage behind it releases a thin grey plume of cooking smoke from its stone chimney. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Medium-wide shot at the rabbit's eye level, with the rabbit in the left foreground and the smoking cottage behind it in the right background. Slow cinematic push-in from a wider view to a closer framing, keeping both the rabbit and the visible chimney smoke in frame. Visible subjects: A small rabbit with cream-and-tan fur, long upright ears, a small white tail, and dark, wary eyes. A small stone-and-timber cottage with a visible kitchen window and a stone chimney releasing light grey cooking smoke. Throughout the shot: A gentle breeze bends nearby grass; the little rabbit's long ears sway and rotate in the wind while its back fur ruffles softly. Throughout the shot: Warm grey-white cooking smoke rises from the cottage chimney, curling gently and thinning downwind. From 00:01.500 to 00:04.500: The rabbit drops into a clear pre-jump crouch, sinking onto its coiled hind legs, planting its front paws, and fixing its gaze forward. From 00:04.500 to 00:06.000: The rabbit springs off its hind legs and makes one low, quick hop forward over the grass. From 00:06.000 to 00:08.000: The rabbit lands softly in the meadow, pauses, and turns its head back toward the smoking cottage while its ears keep moving in the wind.
overall_soundscape: [00:00.000–00:08.000] Soft rhythmic wind rustling through meadow grass and wildflowers. Its source is the surrounding environment, placed off screen. It is synchronized with the corresponding visible action. [00:00.200–00:08.000] Muffled low crackling and faint sizzling from cooking inside the cottage. Its source is the corresponding previously introduced subject, placed off screen. It is synchronized with the corresponding visible action. [00:06.000–00:06.400] Soft thump of the rabbit's paws meeting the grass, followed by a faint rustle. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-024,vidprom_50k,vidprom_50k-40328a2949ac1f7a,da2aa70d48f6f3d23bb3380533d97482e88fe8a3df535087131ad3dbef81f500
47,52023,"integrated_multimodal_description: 视觉风格：温暖自然主义的3D动画；舒适的故事书式光照、柔和的景深、草地中可见的微风，以及宁静宜人的乡村氛围。场景：小农舍前一片阳光明媚的草地。小兔子坐在草丛与野花之间，身后的小农舍从石砌烟囱中飘出一缕细细的灰色炊烟。时长：8 seconds。[Shot 1, 00:00.000–00:08.000] 兔子视线高度的中全景镜头，兔子位于左侧前景，冒烟的小屋位于其身后的右侧背景。缓慢的电影式推镜，从较宽视野推近到更紧凑的画面，同时让兔子和可见的烟囱炊烟保持在画面内。可见主体：一只奶油色与棕褐色毛皮的小兔子，长着竖直的长耳朵、一条白色小尾巴和一双深色而警惕的眼睛。一座石木结构的小农舍，有可见的厨房窗户和一座石砌烟囱，正冒出浅灰色炊烟。整段镜头中：一阵微风拂弯附近的草；小兔子的长耳在风中摇摆转动，同时它背上的毛轻轻蓬动。整段镜头中：暖灰白色的炊烟从农舍烟囱升起，轻柔地盘旋，并在顺风处逐渐变淡。从00:01.500到00:04.500：兔子下蹲至明显的起跳前蹲姿，身体沉在蜷曲的后腿上，前爪按地，目光直视前方。从00:04.500到00:06.000：兔子后腿蹬地跃起，向前做了一次低矮而快速的跳跃，越过草地。从00:06.000到00:08.000：兔子在草地上轻轻落地，停顿片刻，然后转头回望冒烟的小屋，耳朵在风中一直动着。
overall_soundscape: [00:00.000–00:08.000] 轻柔而有节奏的风吹过草地与野花，沙沙作响。其声源是周围环境，位于画面外；与对应的可见动作同步。[00:00.200–00:08.000] 农舍内做饭传出的低沉模糊噼啪声和微弱滋滋声。其声源是先前引入的对应主体，位于画面外；与对应的可见动作同步。[00:06.000–00:06.400] 兔爪落上草地时轻柔的砰的一声，随即是微弱的沙沙声。其声源是先前引入的对应主体，位于画面内；与对应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每一个主体、动作、属性、数量、关系、场景、摄影机指令和风格约束。",zh,vp-024,vidprom_50k,vidprom_50k-40328a2949ac1f7a,4d5462022a41fb8ae9362eb2a7cb55bcfc44e1c1b95903b48c4cb97c4c6e2d0c
48,52024,"integrated_multimodal_description: Visual style: Vibrant comic-book panel: clean black ink outlines, cel-style shading, saturated teal-and-indigo shadows, a pale yellow moon, and visible speed lines around the moving lion. Setting: A dark dense jungle clearing at night beside a shallow rocky stream, framed by broad tropical leaves, hanging vines, and tree silhouettes with a huge full moon glowing above the canopy. Duration: 8 seconds. [Shot 1, 00:00.000–00:02.300] Wide low-angle shot; the lion is on a mossy boulder in the left foreground and the huge moon brightens the upper right. Slow push-in builds momentum, then holds as the lion springs upward and to the right. Visible subjects: Adult male lion with a dark mane and golden-orange fur, drawn in comic-book ink lines and cel shading. Throughout the shot: The lion dips onto tensed hind legs, tail stiffens, and claws dig into the boulder; moss and pebbles crumble as it launches upward and to the right. [Shot 2, 00:02.300–00:05.600] Medium slightly low-angle shot in profile, following the lion as it arcs over the moonlit stream. Fast pan to the right tracks the lion’s mid-air trajectory. Throughout the shot: The lion’s body is fully stretched above the stream: forelegs reaching, claws spread, mane pushed back, with comic speed lines trailing its leap. [Shot 3, 00:05.600–00:08.000] Wide three-quarter view from the far bank; the landing boulder and ferns fill the foreground. Camera pans slightly with the landing and holds on the lion as it settles into a crouch. Throughout the shot: The lion’s front paws strike the far boulder and splash shallow water; its hind legs swing down to grip wet stone as it skids, then it settles into a crouched stance with its chest heaving.
overall_soundscape: [00:00.000–00:08.000] Night jungle chorus of crickets, distant tree frogs, and soft breeze moving through leaves. Its source is Moonlit tropical foliage, vines, mossy boulders, and dark tree silhouettes that surround the clearing and the stream., placed on screen. [00:00.900–00:02.300] Muscular push-off: claws scrape rock and small pebbles patter into the stream. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:02.300–00:05.400] Clean rush of air with a low comic-book whistle as the lion arcs across the clearing. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:05.600–00:06.600] Heavy thud, a flat splash of water, and the rattle of dislodged stones. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-025,vidprom_50k,vidprom_50k-ebbf54d3ffa101d2,ed500778323dd777eb5345a4ff586442abaa8562731032ddb8d27a0ac6c0618e
49,52024,"integrated_multimodal_description: 视觉风格：鲜艳的漫画书分格：干净的黑色墨线轮廓、赛璐珞式着色、饱和的蓝绿色与靛蓝色阴影、淡黄色的月亮，以及移动的狮子周围可见的速度线。场景：夜晚一片黑暗茂密的丛林空地，旁边是浅浅的岩石溪流，以宽阔的热带叶片、悬垂的藤蔓和树木剪影为框，树冠上方有巨大的满月发光。时长：8 seconds。[Shot 1, 00:00.000–00:02.300] 低角度广角镜头；狮子位于左前景一块长满苔藓的巨石上，巨大的月亮照亮右上方。缓慢推近积蓄动势，随后镜头保持固定，狮子向上并向右跃起。可见主体：成年雄狮，深色鬃毛，金橙色皮毛，以漫画书墨线和赛璐珞式着色绘制。整个镜头中：狮子压低到绷紧的后腿上，尾巴绷直，爪子抠入巨石；当它向上并向右跃起时，苔藓和卵石碎裂脱落。[Shot 2, 00:02.300–00:05.600] 侧面中景、略微低角度镜头，跟随狮子在月光下的溪流上方划弧而过。快速向右摇摄追踪狮子空中的轨迹。整个镜头中：狮子的身体在溪流上方完全伸展：前腿前伸，爪子张开，鬃毛后掠，漫画式速度线拖在其跳跃之后。[Shot 3, 00:05.600–00:08.000] 从对岸拍摄的广角四分之三视角镜头；着陆的巨石与蕨类植物充满前景。摄影机随落地动作轻微摇摄，并保持镜头在狮子落定成蹲伏姿势的那一刻。整个镜头中：狮子的前爪击中远处的巨石并溅起浅浅的水花；滑行时后腿向下摆动抓住湿滑的岩石，然后它稳成蹲伏姿态，胸口起伏。
overall_soundscape: [00:00.000–00:08.000] 夜晚的丛林蟋蟀鸣叫声、远处树蛙的叫声，以及微风吹过树叶的轻柔声响。其声源是月光下的热带植被、藤蔓、长满苔藓的巨石和深色树木剪影，它们环绕着空地及溪流，置于画面中。 [00:00.900–00:02.300] 有力的蹬地起跳：爪子刮擦岩石，小卵石噼啪落入溪流。其声源是先前已引入的对应主体，置于画面中。它与对应的可见动作同步。 [00:02.300–00:05.400] 狮子在空地上方划弧掠过时，一股干净的空气急流声，带有低沉的漫画式哨音。其声源是先前已引入的对应主体，置于画面中。它与对应的可见动作同步。 [00:05.600–00:06.600] 沉重的砰然声、水花的平溅声，以及被撞落的石块的咔嗒声。其声源是先前已引入的对应主体，置于画面中。它与对应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、摄影机指示和风格约束。",zh,vp-025,vidprom_50k,vidprom_50k-ebbf54d3ffa101d2,d4a547f70cf3d4787ff426988b43a88aaf09d2e6f82571c6ee72e2e80494cc96
50,52025,"integrated_multimodal_description: Visual style: Naturalistic cinematic realism in warm, soft daylight; subtle film grain, shallow depth of field, muted blue-grey shadows, warm camel tones, and a few vivid red accents. Setting: A sunlit street in central London with pale paving stones, black iron railings, a red telephone box, white-fronted shops, and an adjacent road carrying slow traffic. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Medium three-quarter tracking shot from the waist up, keeping the girl's face and smile clearly readable while the London background remains soft and shallow. Steadicam glides smoothly forward and slightly to her left, matching her walking pace and holding focus on her face as the street drifts past. Visible subjects: A beautiful young Muslim girl, early twenties, wearing an olive-green hijab, a camel-colored long coat, dark trousers, and a tan leather handbag; her expression is relaxed and smiling. The visible London street environment: pavement, railings, shopfronts, the red telephone box, and the soft-focus background street. A red London double-decker bus passing on the adjacent road in the background. From 00:00.000 to 00:02.200: A beautiful young Muslim girl walks along the sunlit pavement at an easy pace, her olive-green hijab swaying slightly in the breeze and her face turned forward with a warm smile. From 00:02.200 to 00:05.400: She adjusts the leather strap of her handbag, glances down at a shallow puddle, and steps around it without breaking stride; her confident smile stays in view. From 00:05.400 to 00:08.000: She glances left as a red double-decker bus crosses the background on the adjacent road; she slows her stride slightly and continues with a brighter smile.
overall_soundscape: [00:00.000–00:08.000] Outdoor London street ambience: distant traffic, low bus rumble, pigeons, and faint human chatter from out of focus pedestrians. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:00.000–00:08.000] Rhythmic footsteps on pavement with the soft rustle of her long coat and handbag strap. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:05.400–00:07.800] The red double-decker bus engine approaches, passes, and fades with a brief airy whoosh. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-026,vidprom_50k,vidprom_50k-9b0aa3e016d2590c,1be68fbc1a8727b3d3b92a0d53b6be7c5a32432730bc703669f8f43612ba55a5
51,52025,"integrated_multimodal_description:视觉风格：自然主义电影写实风格，温暖柔和的日光；细微的胶片颗粒、浅景深、柔和的蓝灰阴影、暖驼色调，以及少量鲜艳的红色点缀。环境：伦敦市中心一条阳光明媚的街道，铺有浅色铺路石、黑色铁栏杆、一个红色电话亭、白色门面的商店，以及一条相邻的、车流缓慢的道路。时长：8 seconds。[Shot 1, 00:00.000–00:08.000]中景四分之三跟踪镜头，从腰部以上取景，让女孩的面部和微笑清晰可见，同时伦敦背景保持柔和浅景深。Steadicam平稳地向前滑动并略微向她左侧移动，配合她行走的步伐，并一直对焦于她的面部，街道从旁边掠过。可见主体：一位美丽的年轻穆斯林女孩，年约二十出头，头戴橄榄绿色头巾，身着驼色长外套、深色长裤，手拿一个棕褐色皮手袋；她的表情放松且微笑。可见的伦敦街道环境：人行道、栏杆、商店门面、红色电话亭和柔焦的背景街道。背景中一辆红色伦敦双层巴士正从相邻道路上驶过。从00:00.000到00:02.200：这位美丽的年轻穆斯林女孩以轻松的步伐走在阳光明媚的人行道上，橄榄绿色头巾在微风中轻轻摆动，面向前方，带着温暖的微笑。从00:02.200到00:05.400：她调整了手袋的皮革肩带，低头看了一眼浅水坑，然后绕过它，步伐未停；她自信的微笑仍然可见。从00:05.400到00:08.000：她向左瞥了一眼，这时一辆红色双层巴士正从相邻道路的背景中驶过；她稍稍放慢脚步，带着更加灿烂的笑容继续前行。
overall_soundscape:[00:00.000–00:08.000]Outdoor London街道环境声：远处的车流声、低沉的巴士隆隆声、鸽子声，以及来自失焦行人的微弱人声。其声源为对应的先前引入的主体，置于画面中。它与相应的可见动作同步。[00:00.000–00:08.000]人行道上有节奏的脚步声，伴随她长外套和手袋肩带的轻柔沙沙声。其声源为对应的先前引入的主体，置于画面中。它与相应的可见动作同步。[00:05.400–00:07.800]红色双层巴士引擎声靠近、经过后逐渐消失，并伴随短暂的气流嗖嗖声。其声源为对应的先前引入的主体，置于画面中。它与相应的可见动作同步。
spoken_dialogue:无。
non_diegetic_music:无。
hard_constraints:保留源提示中明确陈述的每一个主体、动作、属性、数量、关系、环境、镜头指令和风格约束。",zh,vp-026,vidprom_50k,vidprom_50k-9b0aa3e016d2590c,13dcbda1e0a7a245d1428268694f48c403d1836df2efd0a2d2dd3f6b0d57cb7e
52,52026,"integrated_multimodal_description: Visual style: Dramatic slow-motion wrestling stunt sequence; high-angle arena lighting, dark void beneath the ring, continuous stylized presentation. Setting: A professional wrestling ring under a bright spotlight inside a larger arena. The ring has corner posts, ropes, and a canvas mat; directly in the center, the floor can split open to reveal a dark pit. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] High-angle wide shot looking down from above the ring apron, keeping the far-corner top rope and the center of the ring in view. A single slow push-in toward the ring center as the wrestler dives; no cut. After he drops, the camera continues easing down over the dark opening. Visible subjects: The wrestler who starts on the far-corner top rope and dives into the ring. The wrestling ring with its top rope, canvas-covered mat, and corner posts. A dark vertical shaft that opens in the center of the ring, formed when mat-covered panels fold downward. From 00:00.000 to 00:02.200: The wrestler crouches on the far-corner top rope, facing ring center, and lifts his arms outward as he builds spring for the dive. From 00:02.200 to 00:04.000: He springs from the top rope, body extended horizontally, arms stretched ahead of him while he sails over the center of the ring. From 00:02.800 to 00:04.400: Beneath his path the canvas splits down the middle; two mat-covered halves swing inward and downward into the ring floor, exposing a black shaft. From 00:04.000 to 00:08.000: The wrestler enters the gaping pit before touching the mat; he drops into the dark, tumbling slightly and growing smaller until the shaft swallows him.
overall_soundscape: [00:00.000–00:08.000] Distant, tense crowd murmur and arena air around the ring. Its source is the surrounding environment, placed off screen. [00:02.200–00:03.000] Creak and snap of the top rope as the wrestler pushes off. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:02.800–00:04.400] Sharp crack as the mat splits and a low whoosh as the pit panels fold downward. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:04.000–00:07.800] Rush of air and fabric rustle around the falling wrestler, fading as he drops deeper into the shaft. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-027,vidprom_50k,vidprom_50k-132b9efdb8130c68,70be64290cc671e3afef68b945d4a03d20acf555214317b1ca457872fbe0fe05
53,52026,"integrated_multimodal_description: 视觉风格：戏剧化的慢动作摔跤特技序列；高角度竞技场灯光，擂台下方黑暗虚空，连续的程式化呈现。场景：一个更大竞技场内、明亮聚光灯下的职业摔跤擂台。擂台有角柱、绳索和帆布垫；正中央，地板可裂开露出一个黑暗深坑。时长：8 seconds。 [Shot 1, 00:00.000–00:08.000] 高角度广角镜头从擂台裙边上方俯视，保持远角顶绳和擂台中央在画面中。摔跤手跃出时，镜头向擂台中央做一次缓慢推进；不切换。他落下后，镜头继续在黑暗开口上方缓缓下降。可见主体：从远角顶绳上起跳并跃入擂台的摔跤手。带有顶绳、帆布覆盖的垫子和角柱的摔跤擂台。一个在擂台中央开启的黑暗垂直竖井，在覆有垫面的板向下折叠时形成。从 00:00.000 到 00:02.200：摔跤手蹲在远角顶绳上，面向擂台中央，并向外张开双臂，为跃出蓄力。从 00:02.200 到 00:04.000：他从顶绳跃出，身体水平伸展，双臂前伸，飞越擂台中央。从 00:02.800 到 00:04.400：在他路径下方，帆布垫面从中间裂开；两半覆有垫面的板向内、向下摆入擂台地面，露出一个黑色竖井。从 00:04.000 到 00:08.000：摔跤手在触及帆布垫前进入张开的深坑；他坠入黑暗，轻微翻滚并逐渐变小，直到竖井吞没他。
overall_soundscape: [00:00.000–00:08.000] 远处紧张的群众低语声和擂台周围的竞技场空气声。其声源是周围环境，置于画面外。[00:02.200–00:03.000] 摔跤手蹬离时顶绳发出的吱嘎声和噼啪声。其声源是相应先前已介绍的主体，置于画面内。它与相应的可见动作同步。[00:02.800–00:04.400] 垫面裂开时清脆的爆裂声，以及深坑活板向下折叠时低沉的嗖声。其声源是相应先前已介绍的主体，置于画面内。它与相应的可见动作同步。[00:04.000–00:07.800] 摔跤手坠落时周围的空气急流声和织物窸窣声，随着他坠入竖井深处而逐渐消失。其声源是相应先前已介绍的主体，置于画面内。它与相应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、镜头指令和风格约束。",zh,vp-027,vidprom_50k,vidprom_50k-132b9efdb8130c68,447b20aa714da772866f7e5ee7e18fc4bf5c53efe4fa79ef3c14645d60cb9bef
54,52027,"integrated_multimodal_description: Visual style: Overcast naturalistic daylight with muted red brick and pale paper colors; a patient camera follows the airborne papers in one unbroken move. Setting: Exterior of an old three-story red-brick office building under a grey sky, with white sash windows, a plain stone cornice, and a raised second-floor sash at the left side of the facade. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Wide shot showing the upper stories of the old brick facade, including the open left second-floor window and the stone cornice. Slow continuous tilt upward with a slight rightward drift, tracking the paper cloud from the window up to the roofline. Visible subjects: Second-floor left sash window of the old building, with its lower sash raised about a foot. Several loose cream-colored office letter sheets with faint typed lines, moving together in the wind. Weathered three-story brick office building with white window frames, dark sills, and a stone cornice. From 00:00.000 to 00:02.500: With a sharp gust, loose office sheets pour through the raised lower sash and fan outward; several sheets slap the brick below the sill, curl, and join the spinning cloud. From 00:02.500 to 00:05.500: The paper cloud tightens into a loose helix and climbs alongside the second- and third-story windows, brushing the white frames as it rises. From 00:05.500 to 00:08.000: The papers bank over the stone cornice, swirl around the roofline, and finally sweep out of view above the roof edge.
overall_soundscape: [00:00.000–00:02.500] The loose sash rattles and the window frame creaks as papers force their way through the opening. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:00.000–00:08.000] Steady outdoor wind with rising and falling gusts around the building, punctuated by stronger buffets as the papers move. Its source is the surrounding environment, placed off screen. It is synchronized with the corresponding visible action. [00:00.000–00:08.000] Dry paper flutter and crackle, with occasional sharp claps as sheets strike brick and snap against each other in the wind. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-028,vidprom_50k,vidprom_50k-55775a9a86ee6e03,1a8af5809e5fc8b63b55911160d35e5829e9ed54288f1200e907e3e002d1b9e7
