index,seed,prompt,language,pair_id,source_dataset,source_id,prompt_sha256
38,52019,"integrated_multimodal_description: Visual style: Photorealistic maritime action with cinematic storm lighting; slate-green sea and sky, soaked metallic surfaces, dense rain, white foam, and a dark red hull with stacked containers. Setting: Open ocean in an intense storm; huge breaking swells, flying spray, heavy rain, and a low dark overcast sky. Duration: 8 seconds. [Shot 1, 00:00.000–00:03.200] Extreme-wide low view from water level off the port bow; the ship towers at frame right while a steep wave crest enters from the left. Water-level stabilized gimbal, slow push-in with the bow's rise. Visible subjects: Large cargo container ship with a dark red hull, white bow and bridge, and stacked red, blue, and green containers on deck. The surrounding high storm swells and foam-streaked wave crests that strike the ship. Throughout the shot: The container ship labors up the face of a towering wave; its bow reaches the crest and bursts through, throwing a massive plume of white spray over the forecastle. [Shot 2, 00:03.200–00:06.100] Medium shot on the forecastle looking aft across the foredeck, with the lower visible tiers of red, blue, and green containers in the background. Handheld on the pitching deck, tilting down as water surges across the walkway. Throughout the shot: Green water cascades across the forecastle and around the windlass, surges between the forward container stacks, and drains off the deck in broad white sheets. [Shot 3, 00:06.100–00:08.000] Long side view of the entire ship angled into the next large swell ahead. Aerial drone rising and pulling back smoothly from the starboard side. Throughout the shot: The ship rolls back upright and drives into the next oncoming swell; foam streaks down the hull and spray whips off the stacked containers as the bow rears upward.
overall_soundscape: [00:00.000–00:08.000] Relentless gale roar, hissing rain, and low booming surf across the open ocean. Its source is the corresponding previously introduced subject, placed on screen. [00:00.000–00:08.000] Low steady drone of the marine diesel and hull vibration. Its source is the corresponding previously introduced subject, placed on screen. [00:00.400–00:02.600] Heavy explosive crash as the bow slams through the wave crest. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:01.500–00:05.000] Strained metallic groans and creaks as the hull works in the heavy swell. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:03.600–00:05.900] Thudding crash and gushing rush of water pouring across the foredeck. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:04.900–00:06.100] Prolonged low thunderclap rolling across the sky. Its source is the surrounding environment, placed off screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-020,vidprom_50k,vidprom_50k-9c4ea7567ebc0bc4,3f842cd6873afdae44e9ef5029c6ff55dc84bf8c8fd242de547ad467570bdc40
39,52019,"integrated_multimodal_description: 视觉风格：照片级真实的航海动作场面，采用电影化风暴照明；灰绿色的海与天空、浸透的金属表面、密集的雨、白色泡沫，以及带有堆叠集装箱的深红色船体。场景：猛烈风暴中的开阔大洋；巨大的破碎涌浪、飞溅的浪花、大雨和低垂昏暗的阴天。时长：8 seconds。[Shot 1, 00:00.000–00:03.200] 从左舷船首外的水面高度拍摄的超广角低角度视角；船在画面右侧高耸，一道陡峭的波峰从左侧进入。水面高度稳定云台，随船首升起缓慢推进。可见主体：一艘大型集装箱货船，深红色船体，白色船首与舰桥，甲板上堆放着红色、蓝色和绿色集装箱。周围高大的风暴涌浪以及带有泡沫条纹并拍击船只的浪峰。整个镜头中：这艘集装箱货船费力地爬上高耸巨浪的浪面；船首到达波峰并冲破浪头，将一大团白色水花抛过船首楼。[Shot 2, 00:03.200–00:06.100] 在船首楼上的中景镜头，越过前甲板向船尾方向看去，背景中可见较低的红色、蓝色和绿色集装箱层。在纵摇的甲板上手持拍摄，当水涌过通道时向下倾斜。整个镜头中：绿色的海水倾泻过船首楼并绕过锚机，在前部集装箱堆之间涌动，并以大片白色水帘从甲板上排走。[Shot 3, 00:06.100–00:08.000] 整艘船的远景侧面视角，船身斜向迎向前方下一道大涌浪。无人机从右舷侧平稳升起并向后退拉。整个镜头中：船回正并冲入迎面而来的下一道涌浪；泡沫成条状沿船体流下，当船首向上仰起时，浪花从堆叠的集装箱上被风抽走。
overall_soundscape: [00:00.000–00:08.000] 不停歇的狂风咆哮声、嘶嘶的雨声，以及开阔洋面上低沉的轰鸣浪涌声。其声源是先前引入的对应主体，置于画面中。 [00:00.000–00:08.000] 船用柴油机低沉稳定的嗡嗡声与船体振动声。其声源是先前引入的对应主体，置于画面中。 [00:00.400–00:02.600] 船首撞穿波峰时发出的沉重爆炸性撞击声。其声源是先前引入的对应主体，置于画面中。它与对应的可见动作同步。 [00:01.500–00:05.000] 船体在汹涌巨浪中受力时发出的紧绷金属呻吟声和咯吱声。其声源是先前引入的对应主体，置于画面中。它与对应的可见动作同步。 [00:03.600–00:05.900] 水倾泻过前甲板时发出的沉闷撞击声和奔涌急流声。其声源是先前引入的对应主体，置于画面中。它与对应的可见动作同步。 [00:04.900–00:06.100] 持续低沉的雷声滚过天空。其声源是周围环境，置于画面外。它与对应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、摄影机指示和风格约束。",zh,vp-020,vidprom_50k,vidprom_50k-9c4ea7567ebc0bc4,5b9ecb2164f2adb353d28cce6024525283ed68b233efb679d991d9838359d2a7
64,52032,"integrated_multimodal_description: Visual style: Naturalistic cinematic live-action style with warm afternoon light, gentle haze, and shallow depth of field centered on the reader and tablet. Setting: A quiet neighborhood park on a warm afternoon, with a bench beside a gravel path, a low flower bed of yellow and orange blooms, and a backdrop of flowering and leafy trees. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Medium three-quarter shot from the front, showing the reader, tablet, and enough of the bench, flower bed, and trees to establish the park setting. A steady, very slow push-in toward the reader and tablet, with no cuts. Visible subjects: A person with dark shoulder-length hair, wearing a mustard-yellow cardigan over a white T-shirt and blue jeans, seated on the bench. A slim tablet in a slate-blue protective case, turned on, showing an e-book page with lines of text and a small page number. A weathered dark-green wooden slatted bench placed beside the gravel path. A flowering crabapple tree and two leafy poplar trees behind the bench, with blossoms and branches swaying in the breeze. From 00:00.000 to 00:01.700: The person sits upright on the dark-green bench, holds the tablet with both hands, and tilts the screen so the e-book text is clearly lit and readable. From 00:01.700 to 00:03.400: A light gust rustles the tree leaves and blossoms; the reader looks up at the moving branches, smiles softly, then lowers their gaze back to the tablet. From 00:03.400 to 00:05.800: The reader swipes the screen with a thumb, the e-book page visibly slides to the next one, and the reader continues scanning the lines of text. From 00:05.800 to 00:08.000: A pale white petal drifts down and lands on the edge of the tablet screen. The reader pauses, lifts the petal gently with two fingers, places it on the bench beside them, and resumes reading the e-book.
overall_soundscape: [00:00.000–00:08.000] Open-air park room tone with soft wind, distant low hum, and a spacious leafy atmosphere. Its source is the surrounding environment, placed off screen. [00:01.700–00:03.400] A soft rush of breeze through the leaves, with the branches and blossoms shifting audibly. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:02.000–00:06.500] Intermittent cheerful birdsong from somewhere in the treetops. Its source is Unseen small songbirds in the tree canopy, heard intermittently during the scene., placed off screen. [00:03.500–00:03.900] A quiet synthetic page-turn swish from the tablet as the reader swipes to the next e-book page. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-033,vidprom_50k,vidprom_50k-f2a400ddbc4daf4e,de6ee45d3fc4174f0591578fa56c397d3bf1021e6ef22193cef9f435b91825b0
65,52032,"integrated_multimodal_description: 视觉风格：自然主义电影真人实拍风格，带有温暖的午后光线、轻柔的薄雾，以及以阅读者和平板电脑为中心的浅景深。场景：温暖的下午，在一个安静的社区公园里，砾石小径旁有一张长凳，一个低矮的花坛中盛开着黄色和橙色的花朵，背景是开花的树和枝繁叶茂的树。时长：8 seconds。[Shot 1, 00:00.000–00:08.000] 中景四分之三镜头，从正面拍摄，展示阅读者、平板电脑，以及足以确立公园场景的长凳、花坛和树木。一个稳定、非常缓慢的推近镜头，朝向阅读者和平板电脑，没有剪辑。可见主体：一个深色齐肩发的人，身穿芥末黄色开衫，内搭白色T恤，下穿蓝色牛仔裤，坐在长凳上。一台纤薄的平板电脑，装在石板蓝保护壳中，已开启，显示一页电子书，页面有文字行和一个小页码。一张风化的深绿色木板条长凳放在砾石小径旁。长凳后面有一棵开花的海棠树和两棵叶子茂密的杨树，花朵和枝条在微风中摇曳。从 00:00.000 到 00:01.700: 此人在深绿色长凳上坐直，双手拿着平板电脑，并倾斜屏幕，使电子书文字被充分照亮、清晰可读。从 00:01.700 到 00:03.400: 一阵轻风使树叶和花朵沙沙作响；阅读者抬头望向摆动的枝条，微微一笑，然后将目光移回平板电脑。从 00:03.400 到 00:05.800: 阅读者用拇指滑动屏幕，电子书页面明显滑到下一页，阅读者继续扫读文字行。从 00:05.800 到 00:08.000: 一片淡白色花瓣飘落，落在平板电脑屏幕边缘。阅读者停顿了一下，用两根手指轻轻拿起花瓣，放在身旁的长凳上，然后继续阅读电子书。
overall_soundscape: [00:00.000–00:08.000] 露天公园环境底噪，带有轻柔的风声、远处低沉的嗡嗡声和开阔的葱郁氛围。其声源为周围环境，置于画外。[00:01.700–00:03.400] 一阵轻柔的风吹过树叶，枝条和花朵发出可听见的晃动声。其声源为之前已引入的对应主体，置于画内，并与对应的可见动作同步。[00:02.000–00:06.500] 树梢某处传来断断续续的欢快鸟鸣。其声源是树冠中看不见的小型鸣禽，它们在场景中被间歇性地听到，位于画外。[00:03.500–00:03.900] 阅读者滑到下一页电子书时，平板电脑发出安静的合成翻页嗖声。其声源为之前已引入的对应主体，置于画内，并与对应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、镜头指示和风格约束。",zh,vp-033,vidprom_50k,vidprom_50k-f2a400ddbc4daf4e,eb87e3fe053fed55f003a3cc2adb1c50d92f8903b57024c32b76bb3eefc39669
66,52033,"integrated_multimodal_description: Visual style: Naturalistic wildlife-camera realism with bright low-angled sunlight; shallow depth of field, subtle motion blur on the horse's legs and streaming mane, and a faint handheld bounce timed to hoof strikes. The scene has no score or voiceover. Setting: A wide-open grassland under a clear sky. Knee-high green-gold grass ripples in wind; a distant dark-green ridge is visible on the horizon. No fences, buildings, or domestic equipment appear. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Medium-wide low tracking shot; horse stays in the center of the frame with space ahead in its running direction. Camera moves parallel to the horse at a constant distance and speed, from the horse's low side, with subtle vertical bounce timed to each hoof strike. Visible subjects: A wild adult white horse with an unmarked white coat, long white mane and tail, and no halter, saddle, bridle, or other sign of domestication. From 00:00.000 to 00:02.200: The white wild horse is already at full gallop; its shoulders drive forward, its forelegs reach ahead, and its white mane streams backward through the sunlit air. From 00:02.200 to 00:05.000: The horse extends into longer, faster gallop strides; its tail streams level behind, and each hind hoof flick throws dark soil and cut grass into the air. From 00:05.000 to 00:08.000: The horse continues at the same gallop across a low grassy rise, ears pricked forward and nostrils flared, its legs moving in smooth powerful arcs until the end of the scene.
overall_soundscape: [00:00.000–00:08.000] Fast four-beat galloping hoofbeats on turf, with a dull thump on each landing and a soft tearing scrape as each hoof leaves the grass. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:00.000–00:08.000] Steady low wind across the open grassland, producing a broad soft presence and occasional localized grass rustle as the horse passes. Its source is the surrounding environment, placed off screen. [00:00.600–00:07.800] Rhythmic heavy blowing and short snorts from the horse, timed with the gallop stride. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-034,vidprom_50k,vidprom_50k-4dc82ac6cac80fac,2435a499a28b25349b0ba3f88cb3e15b67d0ab8fe25516d12553dda1e792b01b
67,52033,"integrated_multimodal_description: 视觉风格：自然主义野生动物摄影机写实风格，采用明亮低角度阳光；浅景深，马的腿部与飘动的鬃毛有轻微运动模糊，并带有与蹄击同步的轻微手持摄影机颠簸。场景没有配乐或旁白。场景：晴朗天空下的一片开阔草原。齐膝高的绿金色草在风中起伏；远处地平线上可见一道深绿色山脊。没有出现围栏、建筑物或驯养设备。时长：8 seconds。[Shot 1, 00:00.000–00:08.000] 中全景低角度跟拍镜头；马保持在画面中央，并在其奔跑方向前方留有空间。摄影机从马的低侧以恒定距离和速度与马平行移动，并带有与每次蹄击同步的轻微垂直颠簸。可见主体：一匹野生成年白马，全身白色被毛无杂斑，长有白色长鬃毛和长尾，没有笼头、马鞍、马勒或其他驯化迹象。从 00:00.000 到 00:02.200：白色野马已经处于全速飞奔状态；其肩部向前驱动，前腿向前伸展，白色鬃毛在阳光照耀的空气中向后飘动。从 00:02.200 到 00:05.000：马伸展为更长、更快的飞奔步幅；其尾巴在身后水平飘动，每一下后蹄踢甩都将深色泥土和被切断的草抛入空中。从 00:05.000 到 00:08.000：马以同样的奔跑越过一道低矮草坡，双耳前竖，鼻孔张开，双腿以流畅有力的弧线运动，直至场景结束。
overall_soundscape: [00:00.000–00:08.000] 快速四拍飞奔蹄声落在草皮上，每次落地伴有一声闷响，每只蹄子离开草地时伴有轻柔的撕裂刮擦声。其声源是先前介绍的对应主体，位于画面内。它与对应的可见动作同步。[00:00.000–00:08.000] 稳定低沉的风吹过开阔草原，产生宽广柔和的存在感，并在马经过时形成偶发的局部草叶沙沙声。其声源是周围环境，位于画面外。[00:00.600–00:07.800] 马发出有节奏的沉重喷息和短促鼻息，与飞奔步幅同步。其声源是先前介绍的对应主体，位于画面内。它与对应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、镜头指令和风格约束。",zh,vp-034,vidprom_50k,vidprom_50k-4dc82ac6cac80fac,f3ebb94d7788abd67164ec1901bb0f4f53c43b48e38b65d52cf4cdcb9c8d8f9f
114,52057,"integrated_multimodal_description: Visual style: Naturalistic live-action railway realism; overcast daylight under a covered station canopy, muted cool tones, practical station lighting, and subtle atmospheric depth. Setting: A covered mainline train platform with a concrete floor, yellow tactile warning strip, canopy supports, and a track alongside; a metal Platform 3 sign hangs from the canopy, with automatic train doors opening at the platform edge. Duration: 8 seconds. [Shot 1, 00:00.000–00:04.200] Wide shot along the covered platform, with the platform edge in the lower left and the track receding to the right. Static tripod camera angled down-track; keeps the passenger clearly in view. Visible subjects: Woman in a beige trench coat and mustard scarf, pulling a small black wheeled suitcase. Electric multiple-unit intercity train with a grey body, blue stripe, tinted windows, and broad automatic sliding doors. From 00:00.000 to 00:01.400: Passenger walks to a spot behind the yellow tactile strip, stops, and looks down the track with one hand on her suitcase handle. From 00:01.400 to 00:03.300: A headlight appears down the track; the electric train grows larger, enters frame, and begins to slow as it rolls alongside the platform. From 00:03.300 to 00:04.200: Train settles with a slight rock and stops; passenger holds back behind the yellow line until the nearest doors align with her position. [Shot 2, 00:04.200–00:08.000] Medium shot from the platform facing the train’s open doorway. Handheld push-in toward the access door, with a small reframe to keep the passenger and doorway in frame. From 00:04.200 to 00:05.000: Sliding doors separate and open fully; blue-white interior light spills onto the platform as the passenger takes a step toward the doorway. From 00:05.000 to 00:07.700: Passenger rolls the suitcase over the threshold, steps into the carriage, and turns toward the aisle; her figure is visible through the open doorway. From 00:07.700 to 00:08.000: Automatic door leaves begin to close behind the passenger as she stands in the aisle.
overall_soundscape: [00:00.000–00:08.000] Low station platform ambience: wind under the canopy, distant hum, and occasional electrical buzz from platform lighting. Its source is The station platform environment itself: concrete floor, canopy, tactile warning strip, trackside atmosphere, and overhead lighting., placed on screen. It is synchronized with the corresponding visible action. [00:01.400–00:03.400] Distant electric motor whine grows into a louder low-frequency rumble and rolling wheel clatter as the train approaches. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:03.200–00:04.300] Air-brake hiss, traction hum, and a soft slowing wheel squeal as the train comes to rest. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:04.200–00:04.900] Two-tone door chime and a short pneumatic push as the doors slide open. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:05.100–00:06.700] Suitcase wheels rattle across the threshold, followed by measured footsteps on the carriage floor. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:07.700–00:08.000] Short warning chime begins as the door leaves start their closing stroke. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: [00:04.400–00:07.200] Station public-address loudspeaker mounted below the canopy. says exactly “The 10:42 to Brighton is now boarding.” in en, spoken in the scene. Delivery: Friendly station announcement over the public-address system, slightly clipped, with a soft PA echo. Voice: Friendly, slightly clipped female voice with faint PA filtering.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vb-058,vbench,vbench-5a02805b1479c9e0,21cd8368febd94ae88cbd4711f99c2106b17c1c5222427e24334052d8b3b5c46
115,52057,"integrated_multimodal_description: 视觉风格：自然主义实拍铁路写实；有顶站台雨棚下的阴天日光、低饱和冷色调、车站实际照明，以及微妙的氛围纵深感。场景：一个有顶棚的干线列车站台，混凝土地面、黄色触觉警示带、雨棚支柱，旁边一条轨道；一块金属的Platform 3 sign从雨棚上悬挂下来，自动列车门在站台边缘打开。时长：8 seconds。[Shot 1, 00:00.000–00:04.200] 沿有顶站台的广角镜头，站台边缘位于画面左下，轨道向右侧延伸远去。固定三脚架摄影机以朝轨道远端方向的角度取景，将乘客清晰保持在画面中。可见主体：身穿米色风衣和芥末黄围巾的女士，拉着一只黑色小型拉杆箱；一列电力动车组城际列车，灰色车身、蓝色条纹、有色玻璃窗和宽阔的自动滑动门。从 00:00.000 至 00:01.400：乘客走到黄色触觉警示带后方的一个位置停住，一只手放在拉杆箱把手上，向轨道远处看去。从 00:01.400 至 00:03.300：轨道远处出现一盏头灯；电力列车变大，进入画面，并在沿站台驶过时开始减速。从 00:03.300 至 00:04.200：列车轻微摇动后停稳；乘客待在黄色警戒线后方等待，直到最近的车门与她的位置对齐。[Shot 2, 00:04.200–00:08.000] 从站台朝列车敞开的门洞拍中景。手持镜头向入口门推近，并小幅重新构图，使乘客和门洞保持在画面中。从 00:04.200 至 00:05.000：滑动门分开并完全打开；蓝白色车内灯光洒到站台上，乘客向门洞迈出一步。从 00:05.000 至 00:07.700：乘客将拉杆箱滚过门槛，走进车厢，转身面向过道；她的身影透过敞开的门洞可见。从 00:07.700 至 00:08.000：乘客站在过道中时，自动门扇开始在她身后关闭。
overall_soundscape: [00:00.000–00:08.000] 低音量的站台环境声：雨棚下的风声、远处的嗡嗡声，以及站台照明偶尔发出的电气嗡鸣。其声源是站台环境本身：混凝土地面、雨棚、触觉警示带、轨道沿线氛围和头顶照明，位于画面中。它与对应的可见动作同步。[00:01.400–00:03.400] 列车接近时，远处电动机的啸叫声增强为更响的低频隆隆声和车轮滚动咔嗒声。其声源是先前已引入的对应主体，位于画面中。它与对应的可见动作同步。[00:03.200–00:04.300] 列车停稳时，响起空气制动嘶声、牵引嗡鸣和轻柔的车轮减速尖啸。其声源是先前已引入的对应主体，位于画面中。它与对应的可见动作同步。[00:04.200–00:04.900] 滑动门打开时，响起双音车门提示音和短促的气动推动声。其声源是先前已引入的对应主体，位于画面中。它与对应的可见动作同步。[00:05.100–00:06.700] 拉杆箱轮子咔嗒作响地滚过门槛，随后是车厢地板上均匀的脚步声。其声源是先前已引入的对应主体，位于画面中。它与对应的可见动作同步。[00:07.700–00:08.000] 门扇开始关闭行程时，短促的警示音响起。其声源是先前已引入的对应主体，位于画面中。它与对应的可见动作同步。
spoken_dialogue: [00:04.400–00:07.200] 安装在雨棚下方的车站广播扬声器。它在场景中以英语准确说出 The 10:42 to Brighton is now boarding.。播报方式：友好的车站广播，略带短促，并带有柔和的 PA 回声。声音：友好、略带短促的女声，并带有轻微的 PA 滤波。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每一个主体、动作、属性、数量、关系、场景、镜头指令和风格约束。",zh,vb-058,vbench,vbench-5a02805b1479c9e0,f61768b8ca6520a49e3b04743d6f90e639b90317d3279ec95dd76e98d40ee05e
118,52059,"integrated_multimodal_description: Visual style: Hushed wabi-sabi still-life realism; static camera held absolutely still; quiet diffused afternoon light; restrained warm desaturated palette; shallow depth of field; visible motion limited to light, steam, and floating dust. Setting: A traditional Japanese tea room: tatami floor, soft lime-plaster walls, a shōji screen washed with quiet daylight, and a low dark wooden tea table in the center where the meticulously arranged tea set waits, unused and composed, with porcelain cups and a bamboo whisk. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Low, wide, nearly symmetrical still frame of the low tea table and tea set, with the shōji screen and alcove visible behind. Tripod-locked still frame; no pan, tilt, zoom, or racking focus during the shot. Visible subjects: The traditional tea room and its visible surfaces: tatami floor, lime-plaster wall, dark wooden lintels, and softly glowing shōji screen. The meticulously arranged waiting tea service on the low wooden table, centered by the porcelain cups and the bamboo whisk. Two small ivory-white porcelain cups with faint blue-green rim lines, one slightly nearer the camera than the other. A bamboo tea whisk with many pale, finely split tines, standing upright in a dark ceramic holder to the right of the porcelain cups. Throughout the shot: Diffuse daylight through the shōji slowly strengthens and then settles; the faint grid shadow of the screen shifts across the tatami, and the nearer porcelain cup begins to catch a warmer glow. From 00:00.700 to 00:07.600: A thin ribbon of warm steam rises from the nearer porcelain cup, twisting, bending slightly in the still air, and thinning to nothing above the table. From 00:02.000 to 00:08.000: A few faint dust motes drift slowly in the band of daylight; one passes close to the bamboo whisk's pale tines, another circles beside the cup.
overall_soundscape: [00:00.000–00:08.000] Very low tea-room ambience: faint air moving across the shōji paper, barely audible rustle of leaves outside, and a profound quiet with no voices or music. Its source is the corresponding previously introduced subject, placed on screen.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vb-060,vbench,vbench-4acf5ec859984c03,83408074e64097a87b97688cbf9722e1155e1742d97fc4ee43ce518969457977
119,52059,"integrated_multimodal_description: 视觉风格：静谧的侘寂静物写实；摄影机保持绝对静止；安静的漫射午后光线；克制的暖色低饱和调色板；浅景深；可见动态仅限于光线、蒸汽和浮尘。场景：传统日式茶室——榻榻米地板、柔和的石灰灰泥墙、一扇被静谧日光洗亮的障子屏风，以及中央低矮的深色木质茶桌；茶桌上精心布置的茶具静候使用，尚未动用、安详有序，包括瓷杯和一支竹制茶筅。时长：8 seconds。[Shot 1, 00:00.000–00:08.000] 低机位、宽幅、近乎对称的静帧画面，呈现低矮茶桌与茶具，其后可见障子屏风和壁龛。三脚架锁定静止画面；整段镜头无摇移、俯仰、变焦或焦点转换。可见主体：传统茶室及其可见表面：榻榻米地板、石灰灰泥墙、深色木质楣梁和柔和发光的障子屏风。低矮木桌上精心布置、静候使用的茶具，以瓷杯和竹制茶筅为中心。两只小巧的象牙白瓷杯带有淡淡的蓝绿色口沿细线，其中一只比另一只更靠近摄影机。一支竹制茶筅带有许多浅色、细密劈开的筅齿，竖立在瓷杯右侧的深色陶瓷筒中。整个镜头中：透过障子的漫射日光逐渐增强，随后稳定下来；障子屏风淡淡的网格阴影在榻榻米上移动，较近的那只瓷杯开始染上更温暖的光泽。从 00:00.700 至 00:07.600：一缕温暖的水汽从较近的瓷杯中升起，于静止空气中扭转、微微弯折，升至桌面上方渐渐消失。从 00:02.000 至 00:08.000：几点隐约的尘埃微粒在光线带中缓缓飘动；一粒飘过竹茶筅浅色细齿附近，另一粒在杯旁环行。
overall_soundscape: [00:00.000–00:08.000] 极低的茶室环境声：微弱气流拂过障子纸的声音，室外几不可闻的树叶窸窣声，以及没有任何人声或音乐的深沉寂静。其声源是先前已引入、置于画面中的对应主体。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每一个主体、动作、属性、数量、关系、场景设定、摄影机指令和风格约束。",zh,vb-060,vbench,vbench-4acf5ec859984c03,310c522c5a0a217dcccb32ab02af7aa3e5e6765174a006b9ac1ecc6916c883de
122,52061,"integrated_multimodal_description: Visual style: Cinematic realism with glossy rainy-night colors, warm practical lights, and one continuous steady and smooth tracking perspective with no handheld shake or abrupt camera movement. Setting: A rain-slicked city sidewalk at night on a residential block; warm porch light spills from a two-step stone stoop as the couple heads home. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Medium-full three-quarter back view that keeps both people and both umbrellas in frame throughout. Steady, smooth stabilized tracking shot from behind and slightly to the right of the couple, gliding at their walking pace with no shake, pan jump, or abrupt direction change. Visible subjects: The male half of the couple, wearing a black tuxedo with a white dress shirt, black bow tie, and polished dress shoes. The female half of the couple, wearing a floor-length emerald evening gown and dark heeled dress shoes. A large black umbrella held overhead by the man. A deep-green umbrella held overhead by the woman. Heavy rain sheeting down across the sidewalk, street, and the couple's umbrellas. The couple's formal shoes and heels stepping through the wet pavement. A wide silver puddle reflecting a streetlamp on the sidewalk ahead of the couple. From 00:00.000 to 00:02.800: Sheets of rain streak past neighborhood streetlights as the two hurry forward under their angled umbrellas, their formal outfits catching the wet glow of the pavement. From 00:02.800 to 00:04.000: The woman narrows her stride and sidesteps around the wide silver puddle, lifting the hem of her emerald gown clear while her umbrella stays steady overhead. From 00:04.000 to 00:05.800: A gust of wind pushes the man's black umbrella backward; he grasps the handle with both hands, plants his feet, and pulls the wet canopy forward again as rain flicks off its edge. From 00:05.800 to 00:08.000: Warm porch light outlines the couple as they angle their umbrellas forward, climb the two slick stone steps, and pause briefly in the covered entry while shaking water from the canopies.
overall_soundscape: [00:00.000–00:07.600] Wet shoe and heel splashes accompany the couple's stride, becoming sharper taps on the stone steps near the stoop. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:00.000–00:08.000] Continuous heavy downpour: dense rain hisses on the street, rattles on the umbrella canopies, and runs through a nearby gutter. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:02.800–00:04.000] Water shushes at the puddle's edge as the woman sidesteps, and a few drops spill off the rim of her umbrella. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:04.000–00:05.800] The wet umbrella fabric snaps and rattles as the gust pushes it backward, then pops taut as the man steadies it. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vb-062,vbench,vbench-6c455ce017dcd9ba,0f183fb6cedbee4a9e4336f2fbdfc14dccf34d42d698acade48f345d76113be1
